经济与管理学院,工业工程,2021,工业2101
经济与管理学院,工业工程,2021,工业2102
经济与管理学院,工业工程,2022,工业2201
经济与管理学院,工业工程,2022,工业2202
经济与管理学院,工业工程,2023,工业2301
经济与管理学院,工业工程,2023,工业2302
经济与管理学院,工业工程,2024,工业2401
经济与管理学院,工业工程,2024,工业2402
