生命科学学院,智能医学工程,2021,智医2101
生命科学学院,智能医学工程,2021,智医2102
生命科学学院,智能医学工程,2022,智医2201
生命科学学院,智能医学工程,2022,智医2202
生命科学学院,智能医学工程,2023,智医2301
生命科学学院,智能医学工程,2023,智医2302
生命科学学院,智能医学工程,2024,智医2401
生命科学学院,智能医学工程,2024,智医2402
